Harvest,Region,SHY,Irrigation_type,Value
2013 YALA,MATALE,Harvested,RainFed,514
2013 YALA,NUWARAELIYA,Harvested,RainFed,8
2013 YALA,BADULLA,Harvested,RainFed,37
2013 YALA,MONARAGALA,Harvested,RainFed,1083
2013 YALA,JAFFNA,Harvested,RainFed,NA
2013 YALA,KILLINOCHCHI,Harvested,RainFed,NA
2013 YALA,VAVUNIYA,Harvested,RainFed,7
2013 YALA,MULATIVU,Harvested,RainFed,NA
2013 YALA,MANNAR,Harvested,RainFed,NA
2013 YALA,ANURADHAPURA,Harvested,RainFed,104
2013 YALA,POLONNARUWA,Harvested,RainFed,NA
2013 YALA,TRINCOMALEE,Harvested,RainFed,110
2013 YALA,BATTICALOA,Harvested,RainFed,1960
2013 YALA,AMPARA,Harvested,RainFed,178
2013 YALA,HAMBANTOTA,Harvested,RainFed,955
2013 YALA,UDAWALAWE,Harvested,RainFed,NA
2013 YALA,MAHAWELI 'H',Harvested,RainFed,NA
2013 YALA,COLOMBO,Yield,Major,3145
2013 YALA,GAMPAHA,Yield,Major,3615
2013 YALA,KALUTARA,Yield,Major,2475
2013 YALA,GALLE,Yield,Major,3919
2013 YALA,MATARA,Yield,Major,4170
2013 YALA,RATNAPURA,Yield,Major,5568
2013 YALA,KEGALLE,Yield,Major,NA
2013 YALA,KURUNEGALA,Yield,Major,4280
2013 YALA,PUTTALAM,Yield,Major,4266
2013 YALA,KANDY,Yield,Major,4922
2013 YALA,MATALE,Yield,Major,5197
2013 YALA,NUWARAELIYA,Yield,Major,3973
2013 YALA,BADULLA,Yield,Major,5064
2013 YALA,MONARAGALA,Yield,Major,4146
2013 YALA,JAFFNA,Yield,Major,NA
2013 YALA,KILLINOCHCHI,Yield,Major,5641
2013 YALA,VAVUNIYA,Yield,Major,4962
2013 YALA,MULATIVU,Yield,Major,5290
2013 YALA,MANNAR,Yield,Major,5357
2013 YALA,ANURADHAPURA,Yield,Major,4607
2013 YALA,POLONNARUWA,Yield,Major,4788
2013 YALA,TRINCOMALEE,Yield,Major,4774
2013 YALA,BATTICALOA,Yield,Major,4570
2013 YALA,AMPARA,Yield,Major,4842
2013 YALA,HAMBANTOTA,Yield,Major,5166
2013 YALA,UDAWALAWE,Yield,Major,6198
2013 YALA,MAHAWELI 'H',Yield,Major,4865
2013 YALA,COLOMBO,Yield,Minor,2755
2013 YALA,GAMPAHA,Yield,Minor,2736
2013 YALA,KALUTARA,Yield,Minor,2639
2013 YALA,GALLE,Yield,Minor,2657
2013 YALA,MATARA,Yield,Minor,3242
2013 YALA,RATNAPURA,Yield,Minor,3522
2013 YALA,KEGALLE,Yield,Minor,2926
2013 YALA,KURUNEGALA,Yield,Minor,3679
2013 YALA,PUTTALAM,Yield,Minor,3468
2013 YALA,KANDY,Yield,Minor,2814
2013 YALA,MATALE,Yield,Minor,4092
2013 YALA,NUWARAELIYA,Yield,Minor,2990
2013 YALA,BADULLA,Yield,Minor,3302
2013 YALA,MONARAGALA,Yield,Minor,3255
2013 YALA,JAFFNA,Yield,Minor,NA
2013 YALA,KILLINOCHCHI,Yield,Minor,3609
2013 YALA,VAVUNIYA,Yield,Minor,4712
2013 YALA,MULATIVU,Yield,Minor,5033
2013 YALA,MANNAR,Yield,Minor,5904
2013 YALA,ANURADHAPURA,Yield,Minor,3961
2013 YALA,POLONNARUWA,Yield,Minor,4245
2013 YALA,TRINCOMALEE,Yield,Minor,4748
2013 YALA,BATTICALOA,Yield,Minor,4564
2013 YALA,AMPARA,Yield,Minor,4696
2013 YALA,HAMBANTOTA,Yield,Minor,4550
2013 YALA,UDAWALAWE,Yield,Minor,NA
2013 YALA,MAHAWELI 'H',Yield,Minor,NA
2013 YALA,COLOMBO,Yield,RainFed,2422
2013 YALA,GAMPAHA,Yield,RainFed,2585
2013 YALA,KALUTARA,Yield,RainFed,2518
2013 YALA,GALLE,Yield,RainFed,2663
2013 YALA,MATARA,Yield,RainFed,3203
2013 YALA,RATNAPURA,Yield,RainFed,2867
2013 YALA,KEGALLE,Yield,RainFed,2712
2013 YALA,KURUNEGALA,Yield,RainFed,3104
2013 YALA,PUTTALAM,Yield,RainFed,2881
2013 YALA,KANDY,Yield,RainFed,2543
2013 YALA,MATALE,Yield,RainFed,2828
2013 YALA,NUWARAELIYA,Yield,RainFed,2681
2013 YALA,BADULLA,Yield,RainFed,3510
2013 YALA,MONARAGALA,Yield,RainFed,2719
2013 YALA,JAFFNA,Yield,RainFed,NA
2013 YALA,KILLINOCHCHI,Yield,RainFed,NA
2013 YALA,VAVUNIYA,Yield,RainFed,2578
2013 YALA,MULATIVU,Yield,RainFed,NA
2013 YALA,MANNAR,Yield,RainFed,NA
2013 YALA,ANURADHAPURA,Yield,RainFed,2578
2013 YALA,POLONNARUWA,Yield,RainFed,NA
2013 YALA,TRINCOMALEE,Yield,RainFed,2578
2013 YALA,BATTICALOA,Yield,RainFed,5045
2013 YALA,AMPARA,Yield,RainFed,3609
2013 YALA,HAMBANTOTA,Yield,RainFed,3425
2013 YALA,UDAWALAWE,Yield,RainFed,NA
2013 YALA,MAHAWELI 'H',Yield,RainFed,NA
2012/2013 MAHA,COLOMBO,Sown,Major,87
2012/2013 MAHA,GAMPAHA,Sown,Major,1758
2012/2013 MAHA,KALUTARA,Sown,Major,93
2012/2013 MAHA,KANDY,Sown,Major,4089
2012/2013 MAHA,MATALE,Sown,Major,6948
2012/2013 MAHA,NUWARAELIYA,Sown,Major,1015
2012/2013 MAHA,GALLE,Sown,Major,102
2012/2013 MAHA,MATARA,Sown,Major,3953
2012/2013 MAHA,HAMBANTOTA,Sown,Major,21216
2012/2013 MAHA,JAFFNA,Sown,Major,NA
2012/2013 MAHA,MANNAR,Sown,Major,12984
2012/2013 MAHA,VAVUNIYA,Sown,Major,4150
2012/2013 MAHA,MULATIVU,Sown,Major,5919
2012/2013 MAHA,KILLINOCHCHI,Sown,Major,10862
2012/2013 MAHA,BATTICALOA,Sown,Major,22218
2012/2013 MAHA,AMPARA,Sown,Major,63130
2012/2013 MAHA,TRINCOMALEE,Sown,Major,18165
2012/2013 MAHA,KURUNEGALA,Sown,Major,15040
2012/2013 MAHA,PUTTALAM,Sown,Major,7889
2012/2013 MAHA,ANURADHAPURA,Sown,Major,32134
2012/2013 MAHA,POLONNARUWA,Sown,Major,55999
2012/2013 MAHA,BADULLA,Sown,Major,11249
2012/2013 MAHA,MONARAGALA,Sown,Major,9277
2012/2013 MAHA,RATNAPURA,Sown,Major,2210
2012/2013 MAHA,KEGALLE,Sown,Major,NA
2012/2013 MAHA,UDAWALAWE,Sown,Major,12278
2012/2013 MAHA,MAHAWELI 'H',Sown,Major,23930
2012/2013 MAHA,COLOMBO,Sown,Minor,973
2012/2013 MAHA,GAMPAHA,Sown,Minor,3388
2012/2013 MAHA,KALUTARA,Sown,Minor,2321
2012/2013 MAHA,KANDY,Sown,Minor,5462
2012/2013 MAHA,MATALE,Sown,Minor,9036
2012/2013 MAHA,NUWARAELIYA,Sown,Minor,4373
2012/2013 MAHA,GALLE,Sown,Minor,723
2012/2013 MAHA,MATARA,Sown,Minor,3521
2012/2013 MAHA,HAMBANTOTA,Sown,Minor,6082
2012/2013 MAHA,JAFFNA,Sown,Minor,NA
2012/2013 MAHA,MANNAR,Sown,Minor,2610
2012/2013 MAHA,VAVUNIYA,Sown,Minor,11801
2012/2013 MAHA,MULATIVU,Sown,Minor,3338
2012/2013 MAHA,KILLINOCHCHI,Sown,Minor,443
2012/2013 MAHA,BATTICALOA,Sown,Minor,3236
2012/2013 MAHA,AMPARA,Sown,Minor,4027
2012/2013 MAHA,TRINCOMALEE,Sown,Minor,8015
2012/2013 MAHA,KURUNEGALA,Sown,Minor,38575
2012/2013 MAHA,PUTTALAM,Sown,Minor,10541
2012/2013 MAHA,ANURADHAPURA,Sown,Minor,53518
2012/2013 MAHA,POLONNARUWA,Sown,Minor,8122
2012/2013 MAHA,BADULLA,Sown,Minor,12114
2012/2013 MAHA,MONARAGALA,Sown,Minor,10385
2012/2013 MAHA,RATNAPURA,Sown,Minor,7062
2012/2013 MAHA,KEGALLE,Sown,Minor,1763
2012/2013 MAHA,UDAWALAWE,Sown,Minor,NA
2012/2013 MAHA,MAHAWELI 'H',Sown,Minor,NA
2012/2013 MAHA,COLOMBO,Sown,RainFed,3002
2012/2013 MAHA,GAMPAHA,Sown,RainFed,6030
2012/2013 MAHA,KALUTARA,Sown,RainFed,11224
2012/2013 MAHA,KANDY,Sown,RainFed,2441
2012/2013 MAHA,MATALE,Sown,RainFed,5184
2012/2013 MAHA,NUWARAELIYA,Sown,RainFed,29
2012/2013 MAHA,GALLE,Sown,RainFed,13317
2012/2013 MAHA,MATARA,Sown,RainFed,7871
2012/2013 MAHA,HAMBANTOTA,Sown,RainFed,1648
2012/2013 MAHA,JAFFNA,Sown,RainFed,10219
2012/2013 MAHA,MANNAR,Sown,RainFed,70
2012/2013 MAHA,VAVUNIYA,Sown,RainFed,2079
2012/2013 MAHA,MULATIVU,Sown,RainFed,4830
2012/2013 MAHA,KILLINOCHCHI,Sown,RainFed,11423
2012/2013 MAHA,BATTICALOA,Sown,RainFed,40822
2012/2013 MAHA,AMPARA,Sown,RainFed,15765
2012/2013 MAHA,TRINCOMALEE,Sown,RainFed,8831
2012/2013 MAHA,KURUNEGALA,Sown,RainFed,27965
2012/2013 MAHA,PUTTALAM,Sown,RainFed,1925
2012/2013 MAHA,ANURADHAPURA,Sown,RainFed,14946
2012/2013 MAHA,POLONNARUWA,Sown,RainFed,2252
2012/2013 MAHA,BADULLA,Sown,RainFed,5899
2012/2013 MAHA,MONARAGALA,Sown,RainFed,17100
2012/2013 MAHA,RATNAPURA,Sown,RainFed,3314
2012/2013 MAHA,KEGALLE,Sown,RainFed,3330
2012/2013 MAHA,UDAWALAWE,Sown,RainFed,NA
2012/2013 MAHA,MAHAWELI 'H',Sown,RainFed,NA
2012/2013 MAHA,COLOMBO,Harvested,Major,87
2012/2013 MAHA,GAMPAHA,Harvested,Major,1758
2012/2013 MAHA,KALUTARA,Harvested,Major,93
2012/2013 MAHA,KANDY,Harvested,Major,4089
2012/2013 MAHA,MATALE,Harvested,Major,6908
2012/2013 MAHA,NUWARAELIYA,Harvested,Major,1015
2012/2013 MAHA,GALLE,Harvested,Major,102
2012/2013 MAHA,MATARA,Harvested,Major,3705
2012/2013 MAHA,HAMBANTOTA,Harvested,Major,21093
2012/2013 MAHA,JAFFNA,Harvested,Major,NA
2012/2013 MAHA,MANNAR,Harvested,Major,12263
2012/2013 MAHA,VAVUNIYA,Harvested,Major,4102
2012/2013 MAHA,MULATIVU,Harvested,Major,4038
2012/2013 MAHA,KILLINOCHCHI,Harvested,Major,5370
2012/2013 MAHA,BATTICALOA,Harvested,Major,21401
2012/2013 MAHA,AMPARA,Harvested,Major,62321
2012/2013 MAHA,TRINCOMALEE,Harvested,Major,16434
2012/2013 MAHA,KURUNEGALA,Harvested,Major,14825
2012/2013 MAHA,PUTTALAM,Harvested,Major,7085
2012/2013 MAHA,ANURADHAPURA,Harvested,Major,30327
2012/2013 MAHA,POLONNARUWA,Harvested,Major,54644
2012/2013 MAHA,BADULLA,Harvested,Major,11249
2012/2013 MAHA,MONARAGALA,Harvested,Major,9275
2012/2013 MAHA,RATNAPURA,Harvested,Major,2210
2012/2013 MAHA,KEGALLE,Harvested,Major,NA
2012/2013 MAHA,UDAWALAWE,Harvested,Major,12278
2012/2013 MAHA,MAHAWELI 'H',Harvested,Major,23930
2012/2013 MAHA,COLOMBO,Harvested,Minor,973
2012/2013 MAHA,GAMPAHA,Harvested,Minor,3380
2012/2013 MAHA,KALUTARA,Harvested,Minor,2310
2012/2013 MAHA,KANDY,Harvested,Minor,5426
2012/2013 MAHA,MATALE,Harvested,Minor,8940
2012/2013 MAHA,NUWARAELIYA,Harvested,Minor,4373
2012/2013 MAHA,GALLE,Harvested,Minor,723
2012/2013 MAHA,MATARA,Harvested,Minor,3277
2012/2013 MAHA,HAMBANTOTA,Harvested,Minor,6071
2012/2013 MAHA,JAFFNA,Harvested,Minor,NA
2012/2013 MAHA,MANNAR,Harvested,Minor,2494
2012/2013 MAHA,VAVUNIYA,Harvested,Minor,11644
2012/2013 MAHA,MULATIVU,Harvested,Minor,2673
2012/2013 MAHA,KILLINOCHCHI,Harvested,Minor,229
2012/2013 MAHA,BATTICALOA,Harvested,Minor,3110
2012/2013 MAHA,AMPARA,Harvested,Minor,3802
2012/2013 MAHA,TRINCOMALEE,Harvested,Minor,7464
2012/2013 MAHA,KURUNEGALA,Harvested,Minor,38251
2012/2013 MAHA,PUTTALAM,Harvested,Minor,9915
2012/2013 MAHA,ANURADHAPURA,Harvested,Minor,50763
2012/2013 MAHA,POLONNARUWA,Harvested,Minor,7160
2012/2013 MAHA,BADULLA,Harvested,Minor,12109
2012/2013 MAHA,MONARAGALA,Harvested,Minor,10368
2012/2013 MAHA,RATNAPURA,Harvested,Minor,7058
2012/2013 MAHA,KEGALLE,Harvested,Minor,1760
2012/2013 MAHA,UDAWALAWE,Harvested,Minor,NA
2012/2013 MAHA,MAHAWELI 'H',Harvested,Minor,NA
2012/2013 MAHA,COLOMBO,Harvested,RainFed,3002
2012/2013 MAHA,GAMPAHA,Harvested,RainFed,6015
2012/2013 MAHA,KALUTARA,Harvested,RainFed,11179
2012/2013 MAHA,KANDY,Harvested,RainFed,2430
2012/2013 MAHA,MATALE,Harvested,RainFed,5160
2012/2013 MAHA,NUWARAELIYA,Harvested,RainFed,29
2012/2013 MAHA,GALLE,Harvested,RainFed,13200
2012/2013 MAHA,MATARA,Harvested,RainFed,7630
2012/2013 MAHA,HAMBANTOTA,Harvested,RainFed,1638
2012/2013 MAHA,JAFFNA,Harvested,RainFed,10031
2012/2013 MAHA,MANNAR,Harvested,RainFed,67
2012/2013 MAHA,VAVUNIYA,Harvested,RainFed,2058
2012/2013 MAHA,MULATIVU,Harvested,RainFed,3014
2012/2013 MAHA,KILLINOCHCHI,Harvested,RainFed,5808
2012/2013 MAHA,BATTICALOA,Harvested,RainFed,38236
2012/2013 MAHA,AMPARA,Harvested,RainFed,14334
2012/2013 MAHA,TRINCOMALEE,Harvested,RainFed,7208
2012/2013 MAHA,KURUNEGALA,Harvested,RainFed,27774
2012/2013 MAHA,PUTTALAM,Harvested,RainFed,1830
2012/2013 MAHA,ANURADHAPURA,Harvested,RainFed,14202
2012/2013 MAHA,POLONNARUWA,Harvested,RainFed,2252
2012/2013 MAHA,BADULLA,Harvested,RainFed,5897
2012/2013 MAHA,MONARAGALA,Harvested,RainFed,17087
2012/2013 MAHA,RATNAPURA,Harvested,RainFed,3306
2012/2013 MAHA,KEGALLE,Harvested,RainFed,3328
2012/2013 MAHA,UDAWALAWE,Harvested,RainFed,NA
2012/2013 MAHA,MAHAWELI 'H',Harvested,RainFed,NA
2012/2013 MAHA,COLOMBO,Yield,Major,3508
2012/2013 MAHA,GAMPAHA,Yield,Major,3959
2012/2013 MAHA,KALUTARA,Yield,Major,3250
2012/2013 MAHA,KANDY,Yield,Major,4845
2012/2013 MAHA,MATALE,Yield,Major,5179
2012/2013 MAHA,NUWARAELIYA,Yield,Major,2952
2012/2013 MAHA,GALLE,Yield,Major,3867
2012/2013 MAHA,MATARA,Yield,Major,4416
2012/2013 MAHA,HAMBANTOTA,Yield,Major,6958
2012/2013 MAHA,JAFFNA,Yield,Major,NA
2012/2013 MAHA,MANNAR,Yield,Major,5663
2012/2013 MAHA,VAVUNIYA,Yield,Major,3942
2012/2013 MAHA,MULATIVU,Yield,Major,2836
2012/2013 MAHA,KILLINOCHCHI,Yield,Major,3715
2012/2013 MAHA,BATTICALOA,Yield,Major,2224
2012/2013 MAHA,AMPARA,Yield,Major,4413
2012/2013 MAHA,TRINCOMALEE,Yield,Major,3887
2012/2013 MAHA,KURUNEGALA,Yield,Major,5388
2012/2013 MAHA,PUTTALAM,Yield,Major,5382
2012/2013 MAHA,ANURADHAPURA,Yield,Major,4878
2012/2013 MAHA,POLONNARUWA,Yield,Major,5012
2012/2013 MAHA,BADULLA,Yield,Major,5104
2012/2013 MAHA,MONARAGALA,Yield,Major,5035
2012/2013 MAHA,RATNAPURA,Yield,Major,4977
2012/2013 MAHA,KEGALLE,Yield,Major,NA
2012/2013 MAHA,UDAWALAWE,Yield,Major,6405
2012/2013 MAHA,MAHAWELI 'H',Yield,Major,5686
2012/2013 MAHA,COLOMBO,Yield,Minor,3692
2012/2013 MAHA,GAMPAHA,Yield,Minor,3955
2012/2013 MAHA,KALUTARA,Yield,Minor,3249
2012/2013 MAHA,KANDY,Yield,Minor,3709
2012/2013 MAHA,MATALE,Yield,Minor,4296
2012/2013 MAHA,NUWARAELIYA,Yield,Minor,5840
2012/2013 MAHA,GALLE,Yield,Minor,3940
2012/2013 MAHA,MATARA,Yield,Minor,3795
2012/2013 MAHA,HAMBANTOTA,Yield,Minor,5950
2012/2013 MAHA,JAFFNA,Yield,Minor,NA
2012/2013 MAHA,MANNAR,Yield,Minor,4818
2012/2013 MAHA,VAVUNIYA,Yield,Minor,3690
2012/2013 MAHA,MULATIVU,Yield,Minor,3395
2012/2013 MAHA,KILLINOCHCHI,Yield,Minor,3829
2012/2013 MAHA,BATTICALOA,Yield,Minor,2065
2012/2013 MAHA,AMPARA,Yield,Minor,3307
2012/2013 MAHA,TRINCOMALEE,Yield,Minor,2172
2012/2013 MAHA,KURUNEGALA,Yield,Minor,4821
2012/2013 MAHA,PUTTALAM,Yield,Minor,4123
2012/2013 MAHA,ANURADHAPURA,Yield,Minor,4339
2012/2013 MAHA,POLONNARUWA,Yield,Minor,4066
2012/2013 MAHA,BADULLA,Yield,Minor,4669
2012/2013 MAHA,MONARAGALA,Yield,Minor,4383
2012/2013 MAHA,RATNAPURA,Yield,Minor,3676
2012/2013 MAHA,KEGALLE,Yield,Minor,4333
2012/2013 MAHA,UDAWALAWE,Yield,Minor,NA
2012/2013 MAHA,MAHAWELI 'H',Yield,Minor,NA
2012/2013 MAHA,COLOMBO,Yield,RainFed,3568
2012/2013 MAHA,GAMPAHA,Yield,RainFed,3573
2012/2013 MAHA,KALUTARA,Yield,RainFed,3073
2012/2013 MAHA,KANDY,Yield,RainFed,3295
2012/2013 MAHA,MATALE,Yield,RainFed,3556
2012/2013 MAHA,NUWARAELIYA,Yield,RainFed,2727
2012/2013 MAHA,GALLE,Yield,RainFed,3528
2012/2013 MAHA,MATARA,Yield,RainFed,3810
2012/2013 MAHA,HAMBANTOTA,Yield,RainFed,3956
2012/2013 MAHA,JAFFNA,Yield,RainFed,2388
2012/2013 MAHA,MANNAR,Yield,RainFed,3094
2012/2013 MAHA,VAVUNIYA,Yield,RainFed,3462
2012/2013 MAHA,MULATIVU,Yield,RainFed,1853
2012/2013 MAHA,KILLINOCHCHI,Yield,RainFed,4704
2012/2013 MAHA,BATTICALOA,Yield,RainFed,2013
2012/2013 MAHA,AMPARA,Yield,RainFed,2861
2012/2013 MAHA,TRINCOMALEE,Yield,RainFed,3665
2012/2013 MAHA,KURUNEGALA,Yield,RainFed,4476
2012/2013 MAHA,PUTTALAM,Yield,RainFed,4142
2012/2013 MAHA,ANURADHAPURA,Yield,RainFed,4051
2012/2013 MAHA,POLONNARUWA,Yield,RainFed,4527
2012/2013 MAHA,BADULLA,Yield,RainFed,4833
2012/2013 MAHA,MONARAGALA,Yield,RainFed,3786
2012/2013 MAHA,RATNAPURA,Yield,RainFed,3148
2012/2013 MAHA,KEGALLE,Yield,RainFed,3696
2012/2013 MAHA,UDAWALAWE,Yield,RainFed,NA
2012/2013 MAHA,MAHAWELI 'H',Yield,RainFed,NA
2012 YALA,COLOMBO,Sown,Major,56
2012 YALA,GAMPAHA,Sown,Major,1184
2012 YALA,KALUTARA,Sown,Major,72
2012 YALA,KANDY,Sown,Major,3053
2012 YALA,MATALE,Sown,Major,2100
2012 YALA,NUWARAELIYA,Sown,Major,159
2012 YALA,GALLE,Sown,Major,4
2012 YALA,MATARA,Sown,Major,3015
2012 YALA,HAMBANTOTA,Sown,Major,16691
2012 YALA,JAFFNA*,Sown,Major,NA
2012 YALA,MANNAR,Sown,Major,2195
2012 YALA,VAVUNIYA,Sown,Major,739
2012 YALA,MULATIVU,Sown,Major,2088
2012 YALA,KILLINOCHCHI,Sown,Major,5756
2012 YALA,BATTICALOA,Sown,Major,19123
2012 YALA,AMPARA,Sown,Major,58474
2012 YALA,TRINCOMALEE,Sown,Major,14695
2012 YALA,KURUNEGALA,Sown,Major,8914
2012 YALA,PUTTALAM,Sown,Major,3496
2012 YALA,ANURADHAPURA,Sown,Major,16506
2012 YALA,POLONNARUWA,Sown,Major,50893
2012 YALA,BADULLA,Sown,Major,7744
2012 YALA,MONARAGALA,Sown,Major,6790
2012 YALA,RATNAPURA,Sown,Major,2046
2012 YALA,KEGALLE,Sown,Major,NA
2012 YALA,UDAWALAWE,Sown,Major,11644
2012 YALA,MAHAWELI 'H',Sown,Major,12533
2012 YALA,COLOMBO,Sown,Minor,187
2012 YALA,GAMPAHA,Sown,Minor,1056
2012 YALA,KALUTARA,Sown,Minor,1053
2012 YALA,KANDY,Sown,Minor,2008
2012 YALA,MATALE,Sown,Minor,2936
2012 YALA,NUWARAELIYA,Sown,Minor,968
2012 YALA,GALLE,Sown,Minor,6
2012 YALA,MATARA,Sown,Minor,2730
2012 YALA,HAMBANTOTA,Sown,Minor,3726
2012 YALA,JAFFNA*,Sown,Minor,NA
2012 YALA,MANNAR,Sown,Minor,6
2012 YALA,VAVUNIYA,Sown,Minor,417
2012 YALA,MULATIVU,Sown,Minor,500
2012 YALA,KILLINOCHCHI,Sown,Minor,15
2012 YALA,BATTICALOA,Sown,Minor,2444
2012 YALA,AMPARA,Sown,Minor,1807
2012 YALA,TRINCOMALEE,Sown,Minor,1412
2012 YALA,KURUNEGALA,Sown,Minor,17416
2012 YALA,PUTTALAM,Sown,Minor,2400
2012 YALA,ANURADHAPURA,Sown,Minor,10062
2012 YALA,POLONNARUWA,Sown,Minor,2559
2012 YALA,BADULLA,Sown,Minor,3898
2012 YALA,MONARAGALA,Sown,Minor,5653
2012 YALA,RATNAPURA,Sown,Minor,5378
2012 YALA,KEGALLE,Sown,Minor,1002
2012 YALA,UDAWALAWE,Sown,Minor,NA
2012 YALA,MAHAWELI 'H',Sown,Minor,NA
2012 YALA,COLOMBO,Sown,RainFed,667
2012 YALA,GAMPAHA,Sown,RainFed,1331
2012 YALA,KALUTARA,Sown,RainFed,6107
2012 YALA,KANDY,Sown,RainFed,497
2012 YALA,MATALE,Sown,RainFed,602
2012 YALA,NUWARAELIYA,Sown,RainFed,17
2012 YALA,GALLE,Sown,RainFed,4202
2012 YALA,MATARA,Sown,RainFed,6731
2012 YALA,HAMBANTOTA,Sown,RainFed,986
2012 YALA,JAFFNA*,Sown,RainFed,NA
2012 YALA,MANNAR,Sown,RainFed,NA
2012 YALA,VAVUNIYA,Sown,RainFed,NA
2012 YALA,MULATIVU,Sown,RainFed,NA
2012 YALA,KILLINOCHCHI,Sown,RainFed,NA
2012 YALA,BATTICALOA,Sown,RainFed,2320
2012 YALA,AMPARA,Sown,RainFed,583
2012 YALA,TRINCOMALEE,Sown,RainFed,NA
2012 YALA,KURUNEGALA,Sown,RainFed,15187
2012 YALA,PUTTALAM,Sown,RainFed,445
2012 YALA,ANURADHAPURA,Sown,RainFed,NA
2012 YALA,POLONNARUWA,Sown,RainFed,NA
2012 YALA,BADULLA,Sown,RainFed,34
2012 YALA,MONARAGALA,Sown,RainFed,1025
2012 YALA,RATNAPURA,Sown,RainFed,2319
2012 YALA,KEGALLE,Sown,RainFed,1880
2012 YALA,UDAWALAWE,Sown,RainFed,NA
2012 YALA,MAHAWELI 'H',Sown,RainFed,NA
2012 YALA,COLOMBO,Harvested,Major,56
2012 YALA,GAMPAHA,Harvested,Major,1182
2012 YALA,KALUTARA,Harvested,Major,72
2012 YALA,KANDY,Harvested,Major,3053
2012 YALA,MATALE,Harvested,Major,2001
2012 YALA,NUWARAELIYA,Harvested,Major,159
2012 YALA,GALLE,Harvested,Major,4
2012 YALA,MATARA,Harvested,Major,3010
2012 YALA,HAMBANTOTA,Harvested,Major,16608
2012 YALA,JAFFNA*,Harvested,Major,NA
2012 YALA,MANNAR,Harvested,Major,1850
2012 YALA,VAVUNIYA,Harvested,Major,444
2012 YALA,MULATIVU,Harvested,Major,2082
2012 YALA,KILLINOCHCHI,Harvested,Major,4797
2012 YALA,BATTICALOA,Harvested,Major,19123
2012 YALA,AMPARA,Harvested,Major,57503
2012 YALA,TRINCOMALEE,Harvested,Major,14573
2012 YALA,KURUNEGALA,Harvested,Major,4776
2012 YALA,PUTTALAM,Harvested,Major,3145
2012 YALA,ANURADHAPURA,Harvested,Major,14304
2012 YALA,POLONNARUWA,Harvested,Major,43396
2012 YALA,BADULLA,Harvested,Major,7672
2012 YALA,MONARAGALA,Harvested,Major,6598
2012 YALA,RATNAPURA,Harvested,Major,1982
2012 YALA,KEGALLE,Harvested,Major,NA
2012 YALA,UDAWALAWE,Harvested,Major,11644
2012 YALA,MAHAWELI 'H',Harvested,Major,2172
2012 YALA,COLOMBO,Harvested,Minor,187
2012 YALA,GAMPAHA,Harvested,Minor,1051
2012 YALA,KALUTARA,Harvested,Minor,1053
2012 YALA,KANDY,Harvested,Minor,1876
2012 YALA,MATALE,Harvested,Minor,2681
2012 YALA,NUWARAELIYA,Harvested,Minor,964
2012 YALA,GALLE,Harvested,Minor,6
2012 YALA,MATARA,Harvested,Minor,2728
2012 YALA,HAMBANTOTA,Harvested,Minor,3255
2012 YALA,JAFFNA*,Harvested,Minor,NA
2012 YALA,MANNAR,Harvested,Minor,NA
2012 YALA,VAVUNIYA,Harvested,Minor,300
2012 YALA,MULATIVU,Harvested,Minor,500
2012 YALA,KILLINOCHCHI,Harvested,Minor,11
2012 YALA,BATTICALOA,Harvested,Minor,2444
2012 YALA,AMPARA,Harvested,Minor,1671
2012 YALA,TRINCOMALEE,Harvested,Minor,1373
2012 YALA,KURUNEGALA,Harvested,Minor,6360
2012 YALA,PUTTALAM,Harvested,Minor,1138
2012 YALA,ANURADHAPURA,Harvested,Minor,7796
2012 YALA,POLONNARUWA,Harvested,Minor,2118
2012 YALA,BADULLA,Harvested,Minor,3784
2012 YALA,MONARAGALA,Harvested,Minor,4520
2012 YALA,RATNAPURA,Harvested,Minor,5102
2012 YALA,KEGALLE,Harvested,Minor,819
2012 YALA,UDAWALAWE,Harvested,Minor,NA
2012 YALA,MAHAWELI 'H',Harvested,Minor,NA
2012 YALA,COLOMBO,Harvested,RainFed,663
2012 YALA,GAMPAHA,Harvested,RainFed,1325
2012 YALA,KALUTARA,Harvested,RainFed,6091
2012 YALA,KANDY,Harvested,RainFed,460
2012 YALA,MATALE,Harvested,RainFed,478
2012 YALA,NUWARAELIYA,Harvested,RainFed,16
2012 YALA,GALLE,Harvested,RainFed,4167
2012 YALA,MATARA,Harvested,RainFed,6296
2012 YALA,HAMBANTOTA,Harvested,RainFed,662
2012 YALA,JAFFNA*,Harvested,RainFed,NA
2012 YALA,MANNAR,Harvested,RainFed,NA
2012 YALA,VAVUNIYA,Harvested,RainFed,NA
2012 YALA,MULATIVU,Harvested,RainFed,NA
2012 YALA,KILLINOCHCHI,Harvested,RainFed,NA
2012 YALA,BATTICALOA,Harvested,RainFed,2320
2012 YALA,AMPARA,Harvested,RainFed,575
2012 YALA,TRINCOMALEE,Harvested,RainFed,NA
2012 YALA,KURUNEGALA,Harvested,RainFed,4017
2012 YALA,PUTTALAM,Harvested,RainFed,183
2012 YALA,ANURADHAPURA,Harvested,RainFed,NA
2012 YALA,POLONNARUWA,Harvested,RainFed,NA
2012 YALA,BADULLA,Harvested,RainFed,34
